NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),Category
11432,"RADISHES,ORIENTAL,DRIED",19.68,271,7.9,0.72,63.37,23.9,37.32,629.0,6.73,170.0,204.0,3494.0,278.0,2.13,1.631,0.218,0.119,0.325,0.0,Vegetables and Vegetable Products
11945,"PICKLE RELISH,SWEET",62.07,130,0.37,0.47,35.06,1.1,29.13,3.0,0.87,5.0,14.0,25.0,811.0,0.14,0.085,0.054,0.209,0.122,0.0,Vegetables and Vegetable Products
12116,"NUTS,COCNT CRM,CND,SWTND",28.97,357,1.17,16.31,53.21,0.2,51.5,4.0,0.13,17.0,22.0,101.0,36.0,0.6,0.236,15.472,0.679,0.159,0.0,Nut and Seed Products
12179,"COCONUT MEAT,DRIED (DESICCATED),SWTND,SHREDDED",12.55,501,2.88,35.49,47.67,4.5,43.17,15.0,1.92,50.0,107.0,337.0,262.0,1.82,0.313,31.468,1.51,0.388,0.0,Nut and Seed Products
12109,"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,PACKAGED",15.46,456,3.13,27.99,51.85,9.9,36.75,11.0,1.51,51.0,100.0,361.0,285.0,0.71,0.295,26.396,1.377,0.222,0.0,Nut and Seed Products
12071,ALMOND PASTE,14.08,458,9.0,27.74,47.81,4.8,36.25,172.0,1.6,130.0,258.0,314.0,9.0,1.48,0.454,2.629,18.012,5.821,0.0,Nut and Seed Products
12156,"NUTS,WALNUTS,GLAZED",6.28,500,8.28,35.71,47.59,3.6,32.14,71.0,1.29,21.0,145.0,232.0,446.0,0.99,0.09,3.571,5.357,25.0,0.0,Nut and Seed Products
12167,"CHESTNUTS,EUROPEAN,RSTD",40.48,245,3.17,2.2,52.96,5.1,10.6,29.0,0.91,33.0,107.0,592.0,2.0,0.57,0.507,0.414,0.759,0.869,0.0,Nut and Seed Products
12040,"SUNFLOWER SD BUTTER,WO/SALT",0.62,617,17.28,55.2,23.32,5.7,10.54,64.0,4.12,311.0,666.0,576.0,3.0,4.89,1.597,4.678,39.025,9.805,0.0,Nut and Seed Products
12152,"PISTACHIO NUTS,DRY RSTD,WO/SALT",1.85,572,21.05,45.82,28.28,10.3,7.74,107.0,4.03,109.0,469.0,1007.0,6.0,2.34,1.293,5.645,24.534,13.346,0.0,Nut and Seed Products
12151,"PISTACHIO NUTS,RAW",4.37,560,20.16,45.32,27.17,10.6,7.66,105.0,3.92,121.0,490.0,1025.0,1.0,2.2,1.3,5.907,23.257,14.38,0.0,Nut and Seed Products
12108,"COCONUT MEAT,DRIED (DESICCATED),NOT SWTND",3.0,660,6.88,64.53,23.65,16.3,7.35,26.0,3.32,90.0,206.0,543.0,37.0,2.01,0.796,57.218,2.745,0.706,0.0,Nut and Seed Products
13350,"BEEF,CURED,DRIED",53.8,153,31.1,1.94,2.76,0.0,2.7,8.0,2.42,19.0,181.0,235.0,2790.0,4.93,0.074,0.95,0.84,0.07,79.0,Beef Products
13001,"BEEF,CARCASS,LN&FAT,CHOIC,RAW",57.26,291,17.32,24.05,0.0,0.0,1.84,8.0,1.83,17.0,154.0,267.0,59.0,3.57,0.069,9.75,10.47,0.92,74.0,Beef Products
13002,"BEEF,CARCASS,LN&FAT,SEL,RAW",58.21,278,17.48,22.55,0.0,0.0,1.84,8.0,1.85,17.0,156.0,271.0,59.0,3.59,0.069,9.16,9.82,0.86,74.0,Beef Products
13095,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,RAW",58.03,274,17.51,22.07,0.0,0.0,1.84,10.0,1.87,18.0,168.0,305.0,56.0,3.85,0.06,9.0,9.58,0.77,68.0,Beef Products
13097,"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,RAW",68.7,161,20.13,8.3,0.0,0.0,1.84,10.0,2.18,22.0,196.0,373.0,63.0,4.66,0.067,3.23,3.56,0.27,59.0,Beef Products
13147,"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,RAW",48.29,388,14.4,36.23,0.0,0.0,1.84,9.0,1.55,14.0,137.0,232.0,49.0,3.16,0.053,15.76,16.39,1.32,76.0,Beef Products
13149,"BEEF,RIB,SHORTRIBS,LN ONLY,CHOIC,RAW",69.38,173,19.05,10.19,0.0,0.0,1.84,8.0,2.16,22.0,190.0,357.0,65.0,4.78,0.069,4.33,4.38,0.38,59.0,Beef Products
13158,"BEEF,RND,FULL CUT,LN,1/4""FAT,SEL,CKD,BRLD",62.44,172,29.25,5.22,0.0,0.0,1.84,5.0,2.71,28.0,256.0,423.0,64.0,4.66,0.107,1.83,2.22,0.22,78.0,Beef Products
13227,"BEEF,SHANK CROSSCUTS,LN,1/4""FAT,CHOIC,RAW",73.03,128,21.75,3.85,0.0,0.0,1.84,20.0,2.32,14.0,204.0,387.0,63.0,6.94,0.071,1.28,1.76,0.15,39.0,Beef Products
13228,"BEEF,SHANK CROSSCUTS,LN,1/4""FAT,CHOIC,CKD,SIMMRD",58.21,201,33.68,6.36,0.0,0.0,1.84,32.0,3.86,30.0,263.0,447.0,64.0,10.49,0.172,2.29,2.86,0.21,78.0,Beef Products
14024,"BEVERAGES,WHISKEY SOUR MIX,PDR",0.6,383,0.6,0.1,97.3,0.0,97.3,272.0,0.39,19.0,13.0,19.0,274.0,0.14,0.13,0.019,0.006,0.037,0.0,Alcohol and Beverages
14296,"BEVERAGES,LEMONADE-FLAVOR DRK,PDR",0.52,380,0.0,1.01,97.9,0.0,97.15,11.0,0.17,165.0,99.0,39.0,130.0,0.03,0.025,0.183,0.129,0.531,0.0,Alcohol and Beverages
14350,"STRAWBERRY-FLAVOR BEV MIX,PDR",0.4,389,0.1,0.2,99.1,0.0,95.45,4.0,0.44,1.0,5.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcohol and Beverages
14357,"BEVERAGES,TEA,INST,DECAFFEINATED,LEMON,SWTND",0.13,401,0.12,0.73,98.55,0.0,95.29,2.0,0.21,3.0,2.0,169.0,5.0,0.03,0.01,0.091,0.027,0.209,0.0,Alcohol and Beverages
14370,"BEVERAGES,TEA,INST,LEMON,SWTND,PDR",0.13,401,0.12,0.73,98.55,0.7,95.29,2.0,0.21,3.0,2.0,169.0,5.0,0.03,0.01,0.097,0.033,0.218,0.0,Alcohol and Beverages
14287,"BEVERAGES,LEMONADE,PDR",1.43,376,0.0,1.05,97.57,0.4,94.7,20.0,0.19,247.0,4.0,147.0,51.0,0.1,0.045,0.151,0.111,0.457,0.0,Alcohol and Beverages
14407,"BEVERAGES,ORANGE-FLAVOR DRK,BRKFST TYPE,PDR",0.14,386,0.0,0.0,98.94,0.4,92.31,385.0,0.02,0.0,151.0,190.0,17.0,0.01,0.013,0.0,0.0,0.0,0.0,Alcohol and Beverages
14080,"BEVERAGES,RICH CHOC,PDR",1.28,372,0.0,0.0,92.96,0.0,81.82,909.0,16.36,218.0,0.0,0.0,636.0,13.64,1.818,0.0,0.0,0.0,0.0,Alcohol and Beverages
14557,"BEVERAGE,CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR",1.1,400,4.55,2.27,90.28,4.5,81.82,455.0,0.0,53.0,86.0,280.0,136.0,6.82,0.909,2.273,0.0,0.0,0.0,Alcohol and Beverages
14450,"BEVERAGES,DRK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR",2.51,388,0.0,1.23,94.11,0.0,80.5,40.0,0.34,1.0,120.0,30.0,63.0,0.06,0.25,0.0,0.0,0.0,0.0,Alcohol and Beverages
15041,"HERRING,ATLANTIC,PICKLED",55.22,262,14.19,18.0,9.64,0.0,7.71,77.0,1.22,8.0,89.0,69.0,870.0,0.53,0.105,2.381,11.947,1.679,13.0,Finfish and Shellfish Products
15138,"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",74.66,95,7.62,0.46,15.0,0.5,6.25,13.0,0.39,43.0,282.0,90.0,529.0,0.33,0.032,0.216,0.275,0.143,20.0,Finfish and Shellfish Products
15003,"BASS,FRSH H2O,MXD SP,RAW",75.66,114,18.86,3.69,0.0,0.0,1.84,80.0,1.49,30.0,200.0,356.0,70.0,0.65,0.093,0.78,1.431,1.062,68.0,Finfish and Shellfish Products
15004,"BASS,STRIPED,RAW",79.22,97,17.73,2.33,0.0,0.0,1.84,15.0,0.84,40.0,198.0,256.0,69.0,0.4,0.031,0.507,0.66,0.784,80.0,Finfish and Shellfish Products
15005,"BLUEFISH,RAW",70.86,124,20.04,4.24,0.0,0.0,1.84,7.0,0.48,33.0,227.0,372.0,60.0,0.81,0.053,0.915,1.793,1.06,59.0,Finfish and Shellfish Products
15006,"BURBOT,RAW",79.26,90,19.31,0.81,0.0,0.0,1.84,50.0,0.9,32.0,200.0,404.0,97.0,0.76,0.2,0.163,0.133,0.297,60.0,Finfish and Shellfish Products
15007,"BUTTERFISH,RAW",74.13,146,17.28,8.02,0.0,0.0,1.84,22.0,0.5,25.0,240.0,375.0,89.0,0.77,0.054,3.38,3.38,0.59,65.0,Finfish and Shellfish Products
15009,"CARP,COOKED,DRY HEAT",69.63,162,22.86,7.17,0.0,0.0,1.84,52.0,1.59,38.0,531.0,427.0,63.0,1.9,0.073,1.388,2.985,1.835,84.0,Finfish and Shellfish Products
15010,"CATFISH,CHANNEL,WILD,RAW",80.36,95,16.38,2.82,0.0,0.0,1.84,14.0,0.3,23.0,209.0,358.0,43.0,0.51,0.034,0.722,0.844,0.865,58.0,Finfish and Shellfish Products
15011,"CATFISH,CHANNEL,CKD,BREADED&FRIED",58.81,229,18.09,13.33,8.04,0.7,1.84,44.0,1.43,27.0,216.0,340.0,280.0,0.86,0.101,3.288,5.611,3.325,71.0,Finfish and Shellfish Products
16055,CAROB FLOUR,3.58,222,4.62,0.65,88.88,39.8,49.08,348.0,2.94,54.0,79.0,827.0,35.0,0.92,0.571,0.09,0.197,0.216,0.0,"Soy, Flour and Bean Products"
16121,"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",5.8,328,63.63,0.46,25.41,5.5,20.0,363.0,10.78,315.0,839.0,2202.0,3.0,4.4,0.976,0.052,0.079,0.201,0.0,"Soy, Flour and Bean Products"
16261,SILK FRENCH VANILLA CREAMER,72.95,133,0.0,6.67,20.0,0.0,20.0,0.0,0.0,21.0,145.0,229.5,67.0,0.99,0.09,0.0,1.9385,0.696,0.0,"Soy, Flour and Bean Products"
16262,SILK HAZELNUT CREAMER,72.95,133,0.0,6.67,20.0,0.0,20.0,0.0,0.0,21.0,145.0,229.5,67.0,0.99,0.09,0.0,1.9385,0.696,0.0,"Soy, Flour and Bean Products"
16420,"SOY PROT CONC,PRODUCED BY ACID WASH",5.8,328,63.63,0.46,25.41,5.5,20.0,363.0,10.78,140.0,839.0,450.0,900.0,4.4,0.976,0.052,0.079,0.201,0.0,"Soy, Flour and Bean Products"
16590,"MORNINGSTAR FARMS BBQ RIBLETS,FRZ,UNPREP",59.5,150,11.4,2.3,24.6,4.7,17.2,84.0,2.0,21.0,196.0,407.0,438.0,0.9,0.09,0.3,1.4,0.7,0.0,"Soy, Flour and Bean Products"
16117,"SOY FLOUR,DEFATTED",7.25,327,51.46,1.22,33.92,17.5,16.42,241.0,9.24,290.0,674.0,2384.0,20.0,2.46,4.065,0.136,0.208,0.533,0.0,"Soy, Flour and Bean Products"
16255,SILK PEACH SOY YOGURT,76.41,94,2.35,1.18,18.82,0.6,14.71,176.0,0.64,21.0,145.0,229.5,15.0,0.99,0.09,0.0,1.9385,0.696,0.0,"Soy, Flour and Bean Products"
16253,SILK STRAWBERRY SOY YOGURT,77.0,94,2.35,1.18,18.24,0.6,12.94,176.0,0.64,21.0,145.0,229.5,15.0,0.99,0.09,0.0,1.9385,0.696,0.0,"Soy, Flour and Bean Products"
16254,SILK RASPBERRY SOY YOGURT,77.59,88,2.35,1.18,17.65,0.6,12.94,176.0,0.64,21.0,145.0,229.5,15.0,0.99,0.09,0.0,1.9385,0.696,0.0,"Soy, Flour and Bean Products"
17001,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4""FAT,CHOIC,RAW",60.7,267,16.88,21.59,0.0,0.0,1.84,12.0,1.57,22.0,160.0,230.0,58.0,3.33,0.104,9.47,8.86,1.7,72.0,"Lamb, Veal, and Game Products"
17003,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,RAW",73.42,134,20.29,5.25,0.0,0.0,1.84,10.0,1.77,26.0,189.0,280.0,66.0,4.06,0.12,1.88,2.11,0.48,65.0,"Lamb, Veal, and Game Products"
17004,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,CKD",61.96,206,28.22,9.52,0.0,0.0,1.84,15.0,2.05,26.0,210.0,344.0,76.0,5.27,0.128,3.4,4.17,0.62,92.0,"Lamb, Veal, and Game Products"
17005,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,RAW",22.54,665,6.65,70.61,0.0,0.0,1.84,19.0,0.98,9.0,73.0,82.0,31.0,1.13,0.057,32.24,29.11,5.35,90.0,"Lamb, Veal, and Game Products"
17007,"LAMB,DOM,FORESHANK,LN&FAT,1/4""FAT,CHOIC,RAW",67.01,201,18.91,13.38,0.0,0.0,1.84,11.0,1.67,22.0,170.0,214.0,72.0,5.22,0.101,5.83,5.49,1.06,72.0,"Lamb, Veal, and Game Products"
17009,"LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,RAW",74.86,120,21.08,3.29,0.0,0.0,1.84,9.0,1.79,25.0,187.0,237.0,79.0,5.95,0.109,1.18,1.32,0.3,69.0,"Lamb, Veal, and Game Products"
17010,"LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD",61.79,187,31.01,6.02,0.0,0.0,1.84,20.0,2.27,23.0,175.0,267.0,74.0,8.66,0.129,2.15,2.64,0.39,104.0,"Lamb, Veal, and Game Products"
17011,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4""FAT,CHOIC,RAW",64.32,230,17.91,17.07,0.0,0.0,1.84,9.0,1.66,23.0,170.0,249.0,56.0,3.32,0.113,7.43,7.0,1.35,69.0,"Lamb, Veal, and Game Products"
17013,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4""FAT,CHOIC,RAW",74.11,128,20.56,4.51,0.0,0.0,1.84,6.0,1.82,27.0,193.0,289.0,62.0,3.84,0.126,1.61,1.81,0.41,64.0,"Lamb, Veal, and Game Products"
17015,"LAMB,DOM,LEG,SHANK HALF,LN&FAT,1/4""FAT,CHOIC,RAW",67.17,201,18.58,13.49,0.0,0.0,1.84,8.0,1.71,24.0,178.0,261.0,57.0,3.5,0.115,5.8,5.53,1.08,67.0,"Lamb, Veal, and Game Products"
18087,"CAKE,ANGELFOOD,DRY MIX",3.73,366,6.4,0.27,86.13,0.5,61.33,153.0,0.27,11.0,337.0,91.0,822.0,0.16,0.094,0.039,0.024,0.116,0.0,Baked Products
18102,"CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG",20.7,356,4.4,10.3,63.2,1.0,57.39,90.0,1.16,12.0,70.0,99.0,284.0,0.33,0.067,3.897,3.692,2.162,1.0,Baked Products
18614,"MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MX,DRY",4.0,407,4.42,6.16,83.58,2.9,54.76,17.0,3.81,21.0,145.0,51.0,457.0,0.26,0.09,1.7,1.9385,0.696,0.0,Baked Products
18632,"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY",3.1,441,4.8,12.1,78.3,0.7,49.6,21.0,2.81,21.0,145.0,229.5,292.0,0.99,0.09,2.608,5.914,0.79,4.0,Baked Products
18167,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG,CHOCOLATE-COATED",2.0,481,3.6,26.4,66.4,5.2,49.58,35.0,3.13,39.0,90.0,240.0,326.0,0.58,0.315,7.426,14.584,3.001,0.0,Baked Products
18135,"CAKE,PUDDING-TYPE,WHITE,ENR,DRY MIX",3.5,423,3.9,9.5,80.9,0.7,48.95,77.0,1.36,9.0,277.0,72.0,665.0,0.25,0.056,2.39,4.093,1.244,0.0,Baked Products
18191,"COOKIES,RAISIN,SOFT-TYPE",13.1,401,4.1,13.6,68.0,1.2,47.56,46.0,2.29,21.0,83.0,140.0,418.0,0.32,0.413,3.46,7.649,1.756,2.0,Baked Products
18114,"CAKE,GINGERBREAD,DRY MIX",4.4,437,4.4,13.8,74.6,1.7,46.62,94.0,4.7,21.0,226.0,341.0,657.0,0.36,0.246,3.46,7.791,1.804,0.0,Baked Products
18170,"COOKIES,FIG BARS",16.5,348,3.7,7.3,70.9,4.6,46.36,64.0,2.9,27.0,62.0,207.0,350.0,0.39,0.147,1.123,3.003,2.772,0.0,Baked Products
18168,"COOKIES,CHOC SNDWCH,W/EX CREME FILLING",1.65,497,4.33,24.52,68.2,2.7,46.0,16.0,7.8,36.0,69.0,137.0,351.0,0.78,0.337,5.454,16.076,2.471,0.0,Baked Products
19335,"SUGARS,GRANULATED",0.02,387,0.0,0.0,99.98,0.0,99.8,1.0,0.05,0.0,0.0,2.0,1.0,0.01,0.007,0.0,0.0,0.0,0.0,"Sweets, Candies"
19908,"SUGAR,TURBINADO",0.03,399,0.0,0.0,99.8,0.7,99.19,12.0,0.37,2.0,1.0,29.0,3.0,0.03,0.009,1.592,1.9385,0.696,4.0,"Sweets, Candies"
19336,"SUGARS,POWDERED",0.23,389,0.0,0.0,99.77,0.0,97.81,1.0,0.06,0.0,0.0,2.0,2.0,0.01,0.007,0.0,0.0,0.0,0.0,"Sweets, Candies"
19334,"SUGARS,BROWN",1.34,380,0.12,0.0,98.09,0.0,97.02,83.0,0.71,9.0,4.0,133.0,28.0,0.03,0.047,0.0,0.0,0.0,0.0,"Sweets, Candies"
19202,"PUDDINGS,VANILLA,DRY MIX,INST",2.6,377,0.0,0.6,92.9,0.0,92.9,12.0,0.01,1.0,705.0,12.0,1441.0,0.06,0.093,0.432,0.12,0.01,0.0,"Sweets, Candies"
19099,"CANDIES,FONDANT,PREPARED-FROM-RECIPE",6.74,373,0.0,0.02,93.18,0.0,88.9,3.0,0.01,0.0,0.0,4.0,11.0,0.04,0.003,0.0,0.0,0.0,0.0,"Sweets, Candies"
19172,"GELATIN DSSRT,DRY MIX",1.0,381,7.8,0.0,90.5,0.0,86.04,3.0,0.13,2.0,141.0,7.0,466.0,0.01,0.118,0.0,0.0,0.0,0.0,"Sweets, Candies"
19340,"SUGARS,MAPLE",8.0,354,0.1,0.2,90.9,0.0,84.87,90.0,1.61,19.0,3.0,274.0,11.0,6.06,0.099,0.036,0.064,0.1,0.0,"Sweets, Candies"
19296,HONEY,17.1,304,0.3,0.0,82.4,0.2,82.12,6.0,0.42,2.0,4.0,52.0,4.0,0.22,0.036,0.0,0.0,0.0,0.0,"Sweets, Candies"
19337,"SWEETENERS,TABLETOP,ASPRT,EQ,PACKETS",8.75,365,2.17,0.0,89.08,0.0,80.7,0.0,0.04,0.0,0.0,4.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,"Sweets, Candies"
20138,"WHEAT,KAMUT KHORASAN,UNCKD",11.07,337,14.54,2.13,70.58,11.1,7.84,22.0,3.77,130.0,364.0,403.0,5.0,3.68,0.506,0.196,0.213,0.621,0.0,Cereal Grains and Pasta
20140,"SPELT,UNCKD",11.02,338,14.57,2.43,70.19,10.7,6.82,27.0,4.44,136.0,401.0,388.0,8.0,3.28,0.511,0.406,0.445,1.258,0.0,Cereal Grains and Pasta
20113,"NOODLES,CHINESE,CHOW MEIN",1.18,475,8.11,15.43,72.8,3.7,5.71,20.0,4.73,52.0,161.0,120.0,1174.0,1.4,0.167,2.229,8.929,3.571,0.0,Cereal Grains and Pasta
20068,"TAPIOCA,PEARL,DRY",10.99,358,0.19,0.02,88.69,0.9,3.35,20.0,1.58,1.0,7.0,11.0,1.0,0.12,0.02,0.005,0.005,0.003,0.0,Cereal Grains and Pasta
20139,"WHEAT,KAMUT KHORASAN,CKD",65.18,132,5.71,0.83,27.6,4.3,3.07,9.0,1.76,48.0,147.0,164.0,8.0,1.84,0.207,0.077,0.084,0.243,0.0,Cereal Grains and Pasta
20124,"PASTA,WHOLE-WHEAT,DRY",8.21,352,13.87,2.93,73.37,9.2,2.74,29.0,3.62,128.0,343.0,434.0,6.0,2.97,0.497,0.428,0.361,1.136,0.0,Cereal Grains and Pasta
20126,"SPAGHETTI,SPINACH,DRY",8.34,372,13.35,1.57,74.81,10.6,2.72,58.0,2.13,174.0,332.0,376.0,36.0,2.76,0.499,0.226,0.181,0.641,0.0,Cereal Grains and Pasta
20120,"PASTA,DRY,ENR",9.9,371,13.04,1.51,74.67,3.2,2.67,21.0,3.3,53.0,189.0,223.0,6.0,1.41,0.289,0.277,0.171,0.564,0.0,Cereal Grains and Pasta
20420,"PASTA,DRY,UNENR",9.9,371,13.04,1.51,74.67,3.2,2.67,21.0,1.3,53.0,189.0,223.0,6.0,1.41,0.289,0.277,0.171,0.564,0.0,Cereal Grains and Pasta
20011,"BUCKWHEAT FLR,WHOLE-GROAT",11.15,335,12.62,3.1,70.59,10.0,2.6,41.0,4.06,251.0,337.0,577.0,11.0,3.12,0.515,0.677,0.949,0.949,0.0,Cereal Grains and Pasta
21343,"MCDONALD'S,LOFAT CARAMEL SAU",22.5,313,1.89,3.25,71.53,0.7,43.21,71.0,0.16,8.0,89.0,119.0,170.0,0.28,0.018,1.772,0.771,0.139,12.0,Fast Foods
21315,"MCDONALD'S,SWT 'N SOUR SAU",57.37,170,0.66,1.09,39.38,0.0,35.79,6.0,0.64,6.0,16.0,99.0,557.0,0.08,0.037,0.148,0.241,0.514,4.0,Fast Foods
21310,"MCDONALD'S,BARBEQUE SAU",57.68,165,1.55,1.22,36.93,1.3,34.31,11.0,0.4,13.0,30.0,197.0,910.0,0.17,0.037,0.14,0.271,0.504,4.0,Fast Foods
21336,"MCDONALD'S,HOT FUDGE SUNDAE",58.81,186,4.14,5.91,30.05,0.4,26.89,139.0,0.83,19.0,128.0,246.0,94.0,0.56,0.051,3.592,1.045,0.22,13.0,Fast Foods
21334,"MCDONALD'S,STRAWBERRY SUNDAE",64.02,158,3.19,3.95,28.09,0.0,25.32,110.0,0.1,11.0,91.0,173.0,47.0,0.39,0.015,2.008,0.976,0.19,13.0,Fast Foods
21338,"MCDONALD'S,MCFLURRY W/ M&M'S CANDIES",61.74,177,4.02,6.46,26.82,0.2,24.37,135.0,0.27,17.0,116.0,208.0,54.0,0.54,0.044,3.402,1.67,0.282,16.0,Fast Foods
21412,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ MILK CHOC CANDIES",61.74,182,4.02,6.46,26.82,0.2,24.37,135.0,0.27,17.0,116.0,208.0,54.0,0.54,0.044,3.633,1.67,0.282,16.0,Fast Foods
21335,"MCDONALD'S,HOT CARAMEL SUNDAE",57.27,188,3.58,4.89,33.36,0.0,23.54,127.0,0.08,12.0,112.0,186.0,80.0,0.45,0.015,2.468,1.21,0.232,16.0,Fast Foods
21316,"MCDONALD'S,TANGY HONEY MUSTARD SAU",63.0,167,1.32,5.77,28.81,2.7,21.88,23.0,0.42,12.0,36.0,49.0,383.0,0.26,0.037,0.895,1.334,2.679,4.0,Fast Foods
21313,"MCDONALD'S,HOT MUSTARD SAU",58.65,190,2.6,7.31,29.08,5.0,21.76,32.0,0.86,24.0,57.0,83.0,902.0,0.36,0.037,0.987,1.724,3.406,4.0,Fast Foods
22972,PULLED PORK IN BARBECUE SAU,60.99,168,13.19,4.42,18.74,1.2,15.2,44.0,1.24,22.0,161.0,305.0,666.0,1.85,0.097,1.416,1.813,0.757,35.0,"Meals, Entrees, and Side Dishes"
22959,"MACARONI & CHS DINNER W/ DRY SAU MIX,BOXED,UNCKD",8.05,379,13.86,4.82,70.12,3.2,9.61,146.0,2.75,49.0,331.0,347.0,680.0,1.23,0.193,1.151,0.665,0.813,7.0,"Meals, Entrees, and Side Dishes"
22963,"LEAN POCKETS,MEATBALLS & MOZZARELLA",46.94,240,10.49,7.7,32.28,2.0,8.81,196.0,2.06,23.0,180.0,221.0,557.0,0.98,0.082,3.087,1.971,1.479,20.0,"Meals, Entrees, and Side Dishes"
22995,"KASHI,SWT & SOUR CHICK,FRZ ENTREE",68.0,113,6.0,1.13,19.0,2.5,8.0,22.0,0.8,32.0,104.0,229.5,134.0,0.7,0.09,0.24,0.41,0.44,11.0,"Meals, Entrees, and Side Dishes"
22961,"HOT POCKETS,MEATBALLS & MOZZARELLA STUFFED SNDWCH,FRZ",47.21,253,9.32,10.47,30.45,2.2,7.73,181.0,2.08,22.0,186.0,204.0,439.0,0.99,0.086,4.007,2.787,2.611,20.0,"Meals, Entrees, and Side Dishes"
21602,"SCHOOL LUNCH,PIZZA,PEPPI TOPPING,THIN CRUST,WHL GRN,FRZ,CKD",44.88,254,12.78,8.62,31.24,4.3,7.62,202.0,2.74,51.0,316.0,382.0,495.0,2.51,0.1,2.81,2.12,2.23,24.0,"Meals, Entrees, and Side Dishes"
22535,"HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ",50.0,235,8.9,8.6,30.4,1.1,7.6,152.0,2.97,18.0,168.0,188.0,346.0,0.95,0.113,2.62,3.42,1.3,29.0,"Meals, Entrees, and Side Dishes"
22537,"HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ",48.96,241,9.16,9.14,30.55,1.5,7.6,152.0,2.0,18.0,168.0,188.0,504.0,0.95,0.113,3.545,2.547,1.936,23.0,"Meals, Entrees, and Side Dishes"
22962,"LEAN POCKETS,HAM N CHEDDAR",48.48,230,10.28,6.53,32.52,1.7,7.6,196.0,2.15,21.0,197.0,203.0,423.0,1.21,0.076,2.389,1.551,1.403,20.0,"Meals, Entrees, and Side Dishes"
22973,"CORN DOGS,FRZ,PREP",50.32,250,8.57,12.02,26.96,1.0,7.54,72.0,1.9,17.0,224.0,125.0,668.0,0.85,0.072,3.466,4.732,3.354,44.0,"Meals, Entrees, and Side Dishes"
25043,"SNACKS,CANDY BITS,YOGURT COVERED W/ VIT C",3.73,415,0.0,7.5,86.9,0.2,65.0,500.0,0.19,23.0,190.0,338.0,75.0,0.86,0.021,1.389,0.983,3.886,3.0,Snacks
28086,"KEEBLER,FUDGE SHOPPE,FUDGE STKS",1.0,529,2.6,27.1,68.8,1.3,53.0,21.0,1.3,19.0,49.0,184.0,131.0,0.3,0.09,16.9,3.2,5.9,0.0,Snacks
28311,"COOKIES,SUGAR WAFER,CHOCOLATE-COVERED",1.73,526,3.45,27.59,65.99,3.4,51.72,0.0,1.24,45.0,117.0,311.0,138.0,0.61,0.265,17.241,4.866,4.176,0.0,Snacks
28094,"KEEBLER,FUDGE SHOPPE,JUMBO FUDGE STKS,VANILLA",1.0,530,2.4,27.3,68.6,1.7,51.2,21.0,1.5,21.0,4.0,2.0,113.0,0.99,0.09,17.0,7.4,2.0,0.0,Snacks
28357,"GLUTINO,GLUTEN FREE COOKIES,VANILLA CREME",1.29,487,2.19,18.79,77.34,0.0,49.43,11.0,0.23,9.0,32.0,67.0,189.0,0.18,0.028,8.094,6.253,1.917,4.0,Snacks
28332,"COOKIES,GLUTEN-FREE,CHOC SNDWCH,W/ CREME FILLING",2.84,474,2.19,17.89,76.03,2.5,49.0,19.0,2.81,40.0,70.0,157.0,275.0,0.66,0.261,7.905,6.142,1.807,0.0,Snacks
