NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),Category
19002,"BEEF JERKY,CHOPD&FORMED",23.36,410,33.2,25.6,11.0,1.8,9.0,20.0,5.42,51.0,407.0,597.0,2081.0,8.11,0.227,10.85,11.305,1.011,48.0,"Sweets, Candies"
19407,"SNACKS,BF STKS,SMOKED",19.1,550,21.5,49.6,5.4,0.7,1.84,68.0,3.4,21.0,180.0,257.0,1531.0,2.42,0.13,20.8,20.47,4.42,133.0,"Sweets, Candies"
19171,"COCOA,DRY PDR,UNSWTND,HERSHEY'S EUROPEAN STYLE COCOA",3.0,410,20.0,10.0,60.0,20.0,0.0,0.0,36.0,21.0,145.0,229.5,0.0,0.99,0.09,0.0,1.9385,0.696,0.0,"Sweets, Candies"
19165,"COCOA,DRY PDR,UNSWTND",3.0,228,19.6,13.7,57.9,37.0,1.75,128.0,13.86,499.0,734.0,1524.0,21.0,6.81,3.788,8.07,4.57,0.44,0.0,"Sweets, Candies"
19086,"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",2.67,529,18.3,29.8,46.88,5.0,38.3,110.0,1.7,110.0,310.0,505.0,250.0,2.0,0.4,13.12,12.829,2.053,1.0,"Sweets, Candies"
20078,"WHEAT GERM,CRUDE",11.12,360,23.15,9.72,51.8,13.2,1.84,39.0,6.26,239.0,842.0,892.0,12.0,12.29,0.796,1.665,1.365,6.01,0.0,Cereal Grains and Pasta
20622,"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 6.25)",9.23,374,21.78,2.23,65.65,2.4,1.84,39.0,4.15,65.0,163.0,201.0,8.0,1.79,0.278,0.328,0.271,0.986,0.0,Cereal Grains and Pasta
20033,"OAT BRAN,RAW",6.55,246,17.3,7.03,66.22,15.4,1.45,58.0,5.41,235.0,734.0,566.0,4.0,3.11,0.403,1.328,2.376,2.766,0.0,Cereal Grains and Pasta
20038,OATS,8.22,389,16.89,6.9,66.27,10.6,1.84,54.0,4.72,177.0,523.0,429.0,2.0,3.97,0.626,1.217,2.178,2.535,0.0,Cereal Grains and Pasta
20063,"RYE FLOUR,DARK",10.75,325,15.91,2.22,68.63,23.8,2.31,37.0,4.97,160.0,499.0,717.0,2.0,5.04,0.56,0.269,0.284,1.046,0.0,Cereal Grains and Pasta
20077,"WHEAT BRAN,CRUDE",9.89,216,15.55,4.25,64.51,42.8,0.41,73.0,10.57,611.0,1013.0,1182.0,2.0,7.27,0.998,0.63,0.637,2.212,0.0,Cereal Grains and Pasta
20071,"WHEAT,HARD RED SPRING",12.76,329,15.4,1.92,68.03,12.2,0.41,25.0,3.6,124.0,332.0,340.0,2.0,2.78,0.41,0.314,0.303,0.765,0.0,Cereal Grains and Pasta
20645,"WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,ENR",12.85,362,15.33,1.41,69.88,2.4,0.92,17.0,5.06,38.0,128.0,120.0,2.0,1.16,0.195,0.272,0.153,0.712,0.0,Cereal Grains and Pasta
20646,"WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,UNENR",12.85,362,15.33,1.41,69.88,2.4,0.92,17.0,1.26,38.0,128.0,120.0,2.0,1.16,0.195,0.272,0.153,0.712,0.0,Cereal Grains and Pasta
20088,"WILD RICE,RAW",7.76,357,14.73,1.08,74.9,6.2,2.5,21.0,1.96,177.0,433.0,427.0,7.0,5.96,0.524,0.156,0.159,0.676,0.0,Cereal Grains and Pasta
21442,"POPEYES, CHICK,MILD,BREAST,MEAT ONLY,SKN & BRDING REMOVED",64.77,157,28.98,4.52,0.0,0.7,1.84,20.0,0.55,29.0,219.0,327.0,526.0,0.97,0.052,1.368,1.789,0.596,97.0,Fast Foods
21446,"POPEYES,FRIED CHICK,MILD,WING,MEAT ONLY,SKN & BRDING REMOVED",55.85,212,28.94,9.42,2.9,0.7,1.84,38.0,0.92,26.0,188.0,314.0,814.0,2.02,0.093,3.079,4.024,1.391,156.0,Fast Foods
21467,"FAST FOODS,FRIED CHICK,WING,MEAT ONLY,SKN & BREADING REMOVED",56.16,215,28.77,10.2,2.13,0.0,0.0,40.0,0.96,24.0,225.0,296.0,761.0,1.9,0.08,2.651,4.756,1.857,148.0,Fast Foods
21433,"KFC,FRIED CHICK,EX CRISPY,WING,MEAT ONLY,SKN & BRDING REMOVD",53.85,236,28.67,12.13,2.97,0.7,1.84,30.0,0.89,25.0,226.0,265.0,714.0,1.75,0.061,2.603,3.917,4.045,146.0,Fast Foods
21428,"KFC,FRIED CHICK,ORIGINAL RECIPE,WING,MEAT ONLY,SKN BRDNG RD",56.44,216,28.65,10.49,1.76,0.7,1.84,40.0,0.98,23.0,249.0,286.0,738.0,1.82,0.069,2.321,5.115,2.095,141.0,Fast Foods
21337,"MCDONALD'S,PNUTS (FOR SUNDAES)",0.56,640,28.04,52.91,16.23,0.7,4.15,46.0,1.45,193.0,364.0,634.0,0.0,2.78,0.408,8.305,25.749,13.979,4.0,Fast Foods
21464,"FAST FOODS,FRIED CHICK,BREAST,MEAT ONLY,SKN & BRDING REMOVED",65.61,153,27.93,4.54,0.0,0.0,0.0,23.0,0.54,28.0,237.0,306.0,512.0,0.97,0.058,1.18,2.08,0.81,97.0,Fast Foods
21430,"KFC,FRIED CHICK,EX CRISPY,BREAST,MEAT ONLY,SKN & BRDING RMVD",65.71,153,27.25,4.82,0.25,0.7,1.84,20.0,0.51,28.0,253.0,309.0,477.0,0.89,0.044,1.196,1.683,1.62,87.0,Fast Foods
21425,"KFC,FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT NLY,SKN BRDNG RD",66.44,149,26.89,4.56,0.0,0.7,1.84,25.0,0.53,27.0,255.0,285.0,499.0,0.97,0.063,1.03,2.313,0.982,96.0,Fast Foods
21443,"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY,SKN & BREADING RE",64.18,170,26.51,7.14,0.04,0.7,1.84,16.0,1.06,25.0,206.0,321.0,478.0,2.59,0.084,2.282,3.079,1.011,127.0,Fast Foods
23614,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD",56.39,224,34.72,8.37,0.0,0.0,0.0,15.0,3.04,23.0,213.0,275.0,56.0,8.2,0.129,3.17,3.561,0.308,106.0,"Meals, Entrees, and Side Dishes"
23602,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",57.84,214,34.66,7.36,0.0,0.0,0.0,16.0,2.93,23.0,213.0,277.0,56.0,8.32,0.12,2.788,3.132,0.273,104.0,"Meals, Entrees, and Side Dishes"
23633,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD",59.29,205,34.6,6.35,0.0,0.0,0.0,17.0,2.89,23.0,215.0,281.0,57.0,8.43,0.113,2.406,2.703,0.239,103.0,"Meals, Entrees, and Side Dishes"
23402,"BEEF,NZ,IMP,BRISKET POINT END,LN,CKD,BRSD",58.64,202,34.51,7.05,0.0,0.0,0.0,6.0,2.78,20.0,167.0,178.0,30.0,5.16,0.113,2.22,2.976,0.435,95.0,"Meals, Entrees, and Side Dishes"
23593,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD",58.64,205,34.46,6.43,0.0,0.0,0.0,7.0,2.85,23.0,222.0,289.0,46.0,5.98,0.096,2.216,2.688,0.26,92.0,"Meals, Entrees, and Side Dishes"
23605,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",57.54,216,34.34,7.73,0.0,0.0,0.0,7.0,2.87,23.0,217.0,282.0,45.0,5.9,0.085,2.663,3.23,0.331,94.0,"Meals, Entrees, and Side Dishes"
23622,"BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRSD",56.44,228,34.22,9.02,0.0,0.0,0.0,7.0,3.01,23.0,215.0,278.0,45.0,5.95,0.08,3.109,3.771,0.383,97.0,"Meals, Entrees, and Side Dishes"
23084,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",59.17,197,33.55,6.94,0.0,0.0,0.0,15.0,3.53,23.0,240.0,315.0,67.0,11.01,0.15,2.708,3.275,0.522,113.0,"Meals, Entrees, and Side Dishes"
23397,"BEEF,NZ,IMP,BOLAR BLADE,LN,CKD,FAST RSTD",60.46,193,33.53,6.57,0.0,0.0,0.0,5.0,2.7,19.0,165.0,181.0,33.0,6.38,0.128,1.881,2.366,0.341,91.0,"Meals, Entrees, and Side Dishes"
23086,"BEEF,CHK,MOCK TENDER STK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",59.82,190,33.31,6.34,0.0,0.0,0.0,15.0,3.42,23.0,239.0,309.0,68.0,10.93,0.15,2.52,3.043,0.511,115.0,"Meals, Entrees, and Side Dishes"
25067,"FORMULATED BAR,SOUTH BEACH PROT BAR",12.16,412,30.34,15.17,38.4,7.3,15.17,322.0,5.4,71.0,445.0,793.0,436.0,2.39,0.846,3.384,4.29,5.326,3.0,Snacks
25031,"FORM BAR,ZONE PERFECT CLASSIC CRUNCH BAR,MXD FLAVORS",7.0,422,30.0,14.0,45.0,2.0,27.0,200.0,3.6,80.0,300.0,250.0,520.0,7.5,0.774,4.499,3.828,4.804,8.0,Snacks
25068,"SNACK,BALANCE,ORIGINAL BAR",7.76,415,28.0,12.0,48.73,3.1,34.89,543.0,10.9,119.0,465.0,678.0,253.0,3.52,0.771,1.149,8.115,1.969,1.0,Snacks
25025,"SNACKS,SOY CHIPS OR CRISPS,SALTED",8.5,385,26.5,7.35,53.15,3.5,1.8,171.0,5.2,170.0,7.0,7.0,842.0,1.5,2.456,1.102,1.661,4.018,0.0,Snacks
25015,"FORMBAR,MARSSNACK,SNICKERS MARATHONPROTPERFBAR,CARMELNUTRUSH",9.0,415,25.0,12.5,50.5,12.5,28.75,625.0,10.13,175.0,375.0,188.0,238.0,6.56,0.977,6.25,2.645,2.892,6.0,Snacks
25004,"FORMULATE BAR,MAR SNACKFOO US,SNICKE MARATH CHE CHOC PNUT BA",12.9,396,24.29,13.12,47.24,2.5,32.86,965.0,1.38,255.0,455.0,229.5,462.0,9.55,0.09,4.728,1.9385,0.696,4.0,Snacks
25008,"FORMULAT BAR,MAR SNACFOO US,SNICKER MARATHO HONE NUT OAT BAR",9.5,378,22.5,7.87,54.3,11.0,26.26,21.0,18.15,317.0,145.0,229.5,318.0,11.88,0.452,4.481,1.9385,0.696,4.0,Snacks
25006,"FORMULAT BAR,MARSNACKFOO US,SNICKE MARATHO DOUBL CHOC NUT BA",14.0,343,22.35,8.99,52.47,10.5,22.67,1495.0,17.95,317.0,566.0,229.5,333.0,13.57,0.09,4.847,1.9385,0.696,4.0,Snacks
25016,"FORMUL BAR,MA SNACKFO US,SNICKE MARATH ENER BAR,ALL FLAVO",14.0,386,21.91,10.79,50.3,6.7,28.71,754.0,16.31,317.0,455.0,351.0,383.0,11.88,0.452,4.753,3.92,1.917,4.0,Snacks
25021,"FORMULATED BAR,LUNA BAR,NUTZ OVER CHOC",9.38,403,20.75,12.19,52.49,4.3,16.9,886.0,14.2,329.0,785.0,412.0,386.0,9.72,1.41,5.523,2.933,2.714,0.0,Snacks
35055,"SEAL,BEARDED (OOGRUK),MEAT,DRIED (ALASKA NATIVE)",11.6,351,82.6,2.3,0.0,0.0,0.0,21.0,49.6,21.0,784.0,229.5,88.0,0.99,0.09,0.6,1.33,0.37,4.0,American Indian/Alaska Native Foods
35180,"STEELHEAD TROUT,DRIED,FLESH (SHOSHONE BANNOCK)",6.49,382,77.27,8.06,0.0,0.0,0.0,85.0,2.96,84.0,976.0,1720.0,2850.0,1.79,0.217,0.829,1.228,1.739,227.0,American Indian/Alaska Native Foods
35009,"WHALE,BELUGA,MEAT,DRIED (ALASKA NATIVE)",22.39,327,69.86,5.34,0.0,0.0,0.0,22.0,72.35,63.0,549.0,800.0,220.0,7.8,0.32,1.204,3.345,0.319,122.0,American Indian/Alaska Native Foods
35165,"FISH,WHITEFISH,DRIED (ALASKA NATIVE)",20.59,371,62.44,13.44,0.0,0.0,0.0,810.0,4.1,85.0,1040.0,1080.0,200.0,5.0,0.18,2.85,4.38,2.16,266.0,American Indian/Alaska Native Foods
35175,"SEAL,BEARDED (OOGRUK),MEAT,PART DRIED (ALASKA NATIVE)",34.92,270,62.38,2.31,0.0,0.7,0.0,9.0,33.0,62.0,510.0,960.0,130.0,5.0,0.31,1.592,1.9385,0.696,4.0,American Indian/Alaska Native Foods
35171,"FISH,SALMON,CHUM,DRIED (ALASKA NATIVE)",22.79,378,62.09,14.38,0.0,0.0,0.0,155.0,2.2,68.0,650.0,910.0,190.0,1.4,0.254,2.395,5.139,2.323,214.0,American Indian/Alaska Native Foods
35190,"SALMON,RED (SOCKEYE),FILETS W/ SKN,SMOKED (ALASKA NATIVE)",23.93,345,60.62,11.43,0.0,0.0,0.0,58.0,1.06,58.0,650.0,960.0,51.0,1.14,0.148,2.593,4.025,3.469,155.0,American Indian/Alaska Native Foods
35040,"FISH,HERRING EGGS,PACIFIC,DRY (ALASKA NATIVE)",27.3,312,60.4,6.6,2.8,0.7,1.84,29.0,1.38,21.0,808.0,229.5,88.0,0.99,0.09,1.592,1.9385,0.696,4.0,American Indian/Alaska Native Foods
35161,"CARIBOU,SHLDR MEAT,DRIED (ALASKA NATIVE)",33.81,271,59.38,3.67,0.0,0.0,0.0,14.0,11.0,62.0,550.0,810.0,950.0,9.4,0.78,1.586,1.201,0.37,164.0,American Indian/Alaska Native Foods
35079,"WALRUS,MEAT,DRIED (ALASKA NATIVE)",38.8,251,57.0,2.6,0.0,0.7,1.84,21.0,43.0,21.0,415.0,229.5,88.0,0.99,0.09,1.592,1.9385,0.696,4.0,American Indian/Alaska Native Foods
48052,VITAL WHEAT GLUTEN,8.2,370,75.16,1.85,13.79,0.6,0.0,142.0,5.2,25.0,260.0,100.0,29.0,0.85,0.182,0.272,0.156,0.81,0.0,Restaurant Foods
43340,"CHEESE,PARMESAN,LO NA",22.2,451,41.6,29.99,3.7,0.0,0.85,800.0,0.95,51.0,807.0,107.0,63.0,3.19,0.037,19.051,8.721,0.659,79.0,Restaurant Foods
43378,"PORK,CURED,BACON,CKD,BRLD,PAN-FRIED OR RSTD,RED NA",12.32,541,37.04,41.78,1.43,0.0,0.0,11.0,1.44,33.0,533.0,565.0,1030.0,3.5,0.164,13.739,18.52,4.548,110.0,Restaurant Foods
43260,"BEVERAGE,INST BRKFST PDR,CHOC,SUGAR-FREE,NOT RECON",7.4,358,35.8,5.1,41.0,2.0,39.0,500.0,2.3,410.0,500.0,1705.0,717.0,15.4,2.6,2.162,1.189,1.027,44.0,Restaurant Foods
43283,"PHEASANT,CKD,TOTAL EDIBLE",54.2,239,32.4,12.1,0.0,0.0,0.0,16.0,1.43,22.0,242.0,271.0,43.0,1.37,0.084,3.908,5.627,1.185,89.0,Restaurant Foods
43212,"BACON BITS,MEATLESS",8.0,476,32.0,25.9,28.6,10.2,0.0,101.0,0.72,95.0,217.0,145.0,1770.0,1.87,0.539,4.055,6.225,13.548,0.0,Restaurant Foods
42304,"CHEESE,MOZZARELLA,NON-FAT",60.2,141,31.7,0.0,3.5,1.8,1.48,961.0,0.31,33.0,656.0,106.0,743.0,3.92,0.034,0.0,0.0,0.0,18.0,Restaurant Foods
36608,"CRACKER BARREL,GRILLED SIRLOIN STEAK",59.4,203,31.52,8.52,0.0,0.7,1.84,7.0,2.75,28.0,249.0,408.0,180.0,5.42,0.112,3.045,3.405,0.742,87.0,Restaurant Foods
36011,"T.G.I. FRIDAY'S, classic sirloin steak (10 oz)",59.24,196,31.02,7.83,0.47,0.7,0.46,7.0,2.87,28.0,240.0,379.0,232.0,5.54,0.112,2.451,2.636,0.676,95.0,Restaurant Foods
36013,"RESTAURANT,FAMILY STYLE,SIRLOIN STEAK",60.18,195,29.8,8.48,0.0,0.7,0.55,10.0,2.57,27.0,230.0,379.0,339.0,5.44,0.1,3.143,3.654,0.673,87.0,Restaurant Foods
